Augmented state vector at time 0.08200: -1.3575318565 , -3.0138062181 , 1.5318915720 , 1.7330823121 , 3.6613556039 , -0.2433531224 , 1.3567845685 , 3.0096768398 , -0.1822504024 , 0.0159821696 , 0.0529403612 , 0.7184534847
Augmented state vector at time 0.08300: -1.3842698851 , -3.0703543324 , 1.5299382369 , 1.7642602305 , 3.7333291481 , -0.2527490128 , 1.3834666739 , 3.0659405127 , -0.1898386458 , 0.0165817676 , 0.0545771507 , 0.7154624316
Augmented state vector at time 0.08400: -1.4114899517 , -3.1280206715 , 1.5281542748 , 1.7960958374 , 3.8065828657 , -0.2625053548 , 1.4106270480 , 3.1233043608 , -0.1977190001 , 0.0171981455 , 0.0562539073 , 0.7124767517
Augmented state vector at time 0.08500: -1.4392023124 , -3.1868251408 , 1.5265452241 , 1.8285992209 , 3.8811429085 , -0.2726360469 , 1.4382757115 , 3.1817871991 , -0.2059026638 , 0.0178316784 , 0.0579715200 , 0.7094961067
Augmented state vector at time 0.08600: -1.4674173794 , -3.2467880547 , 1.5251168412 , 1.8617807269 , 3.9570357547 , -0.2831555186 , 1.4664228273 , 3.2414081875 , -0.2144012656 , 0.0184827496 , 0.0597308959 , 0.7065201452
Augmented state vector at time 0.08700: -1.4961457254 , -3.3079301420 , 1.5238751086 , 1.8956509598 , 4.0342882133 , -0.2940787514 , 1.4950787037 , 3.3021868323 , -0.2232268804 , 0.0191517511 , 0.0615329604 , 0.7035485021
Augmented state vector at time 0.08800: -1.5253980876 , -3.3702725509 , 1.5228262440 , 1.9302207839 , 4.1129274293 , -0.3054212988 , 1.5242537982 , 3.3641429865 , -0.2323920462 , 0.0198390833 , 0.0633786578 , 0.7005807985
Augmented state vector at time 0.08900: -1.5551853719 , -3.4338368544 , 1.5219767087 , 1.9655013246 , 4.1929808879 , -0.3171993084 , 1.5539587197 , 3.4272968518 , -0.2419097816 , 0.0205451554 , 0.0652689510 , 0.6976166403
Augmented state vector at time 0.09000: -1.5855186570 , -3.4986450552 , 1.5213332174 , 2.0015039697 , 4.2744764190 , -0.3294295443 , 1.5842042325 , 3.4916689788 , -0.2517936040 , 0.0212703856 , 0.0672048224 , 0.6946556182
Augmented state vector at time 0.09100: -1.6164091983 , -3.5647195913 , 1.5209027476 , 2.0382403709 , 4.3574422010 , -0.3421294105 , 1.6150012589 , 3.5572802678 , -0.2620575485 , 0.0220152013 , 0.0691872734 , 0.6916973067
Augmented state vector at time 0.09200: -1.6478684322 , -3.6320833416 , 1.5206925499 , 2.0757224448 , 4.4419067638 , -0.3553169749 , 1.6463608824 , 3.6241519692 , -0.2727161868 , 0.0227800390 , 0.0712173255 , 0.6887412635
Augmented state vector at time 0.09300: -1.6799079805 , -3.7007596308 , 1.5207101578 , 2.1139623747 , 4.5278989924 , -0.3690109941 , 1.6782943505 , 3.6923056835 , -0.2837846481 , 0.0235653447 , 0.0732960198 , 0.6857870287
Augmented state vector at time 0.09400: -1.7125396539 , -3.7707722355 , 1.5209633993 , 2.1529726117 , 4.6154481295 , -0.3832309399 , 1.7108130780 , 3.7617633618 , -0.2952786394 , 0.0243715741 , 0.0754244177 , 0.6828341243
Augmented state vector at time 0.09500: -1.7457754572 , -3.8421453894 , 1.5214604077 , 2.1927658764 , 4.7045837771 , -0.3979970254 , 1.7439286497 , 3.8325473046 , -0.3072144676 , 0.0251991925 , 0.0776036011 , 0.6798820528
Augmented state vector at time 0.09600: -1.7796275925 , -3.9149037891 , 1.5222096331 , 2.2333551602 , 4.7953358991 , -0.4133302335 , 1.7776528232 , 3.9046801618 , -0.3196090616 , 0.0260486753 , 0.0798346725 , 0.6769302972
Augmented state vector at time 0.09700: -1.8141084643 , -3.9890725995 , 1.5232198548 , 2.2747537267 , 4.8877348216 , -0.4292523453 , 1.8119975318 , 3.9781849314 , -0.3324799959 , 0.0269205079 , 0.0821187551 , 0.6739783195
Augmented state vector at time 0.09800: -1.8492306831 , -4.0646774594 , 1.5245001935 , 2.3169751134 , 4.9818112344 , -0.4457859701 , 1.8469748872 , 4.0530849581 , -0.3458455144 , 0.0278151862 , 0.0844569935 , 0.6710255600
Augmented state vector at time 0.09900: -1.8850070703 , -4.1417444875 , 1.5260601247 , 2.3600331327 , 5.0775961905 , -0.4629545762 , 1.8825971820 , 4.1294039316 , -0.3597245555 , 0.0287332163 , 0.0868505537 , 0.6680714366
